City,Region,Country,AirQuality,WaterPollution,Population
Maynooth,Leinster,Ireland,50,58.33333333,
Senica,Trnava Region,Slovakia,62.5,50,19875
Savannakhet,Savannakhet Province,Laos,75,100,124000
Vila Real de Santo Antonio,,Portugal,75,50,19156
Stalowa Wola,Podkarpackie Voivodeship,Poland,25,25,57620
Lake Forest,California,United States of America,87.5,0,
Gaithersburg,Maryland,United States of America,91.66666667,12.5,
Gulbene,Gulbene Municipality,Latvia,100,0,6782
Easton,Maryland,United States of America,100,50,
Hyattsville,Maryland,United States of America,50,75,
Fairfield,Connecticut,United States of America,79.16666667,62.5,
Partizanske,Trencin Region,Slovakia,50,50,21439
Trumbull,Connecticut,United States of America,91.66666667,25,
Laurel,Maryland,United States of America,87.5,50,
Athens,Ohio,United States of America,100,0,
Hagerstown,Maryland,United States of America,87.5,50,
Salisbury,Maryland,United States of America,100,0,
Georgetown,Delaware,United States of America,100,50,
Budaors,Pest County,Hungary,75,0,29397
Svitavy,,Czech Republic,62.5,50,
Askim,Viken,Norway,100,50,14488
Milton,Delaware,United States of America,50,100,
Richmond,Kentucky,United States of America,80.26315789,47.36842105,
Bharuch,Gujarat,India,30.55555556,67.85714286,
Bhagalpur,Bihar,India,53.75,50,
Springs,Gauteng,South Africa,0,50,121610
Lages,Santa Catarina,Brazil,62.5,75,
Saveh,Markazi Province,Iran,25,75,
Hachimantai,Iwate Prefecture,Japan,100,0,23742
Rujiena,Rujiena Municipality,Latvia,100,0,
Milovice,,Czech Republic,90,0,
Keene,New Hampshire,United States of America,100,50,
Nonthaburi,Nonthaburi,Thailand,33.33333333,50,255671
Boumerdes,Boumerdes Province,Algeria,33.33333333,58.33333333,41685
Johnson City,Tennessee,United States of America,90,20,
Milagro,Guayas Province,Ecuador,0,50,159970
Spartanburg,South Carolina,United States of America,100,25,
La Chorrera,Panama Province,Panama,25,75,68896
Kurunegala,North Western Province,Sri Lanka,50,100,30315
Peterborough,Ontario,Canada,85,20.83333333,84793
Klaipeda,,Lithuania,75,33.33333333,
Wallasey,England,United Kingdom,100,25,60284
Victoria,Texas,United States of America,100,25,
Songea,Ruvuma Region,Tanzania,62.5,75,99961
Songkhla,Songkhla,Thailand,42.85714286,50,63834
Bhiwani,Haryana,India,25,12.5,709665
Prijepolje,Zlatibor District,Serbia,0,50,37059
Bafoussam,West Region,Cameroon,0,50,600000
Boquete,Chiriqui Province,Panama,90,43.75,
Banning,California,United States of America,80,50,
Laitila,,Finland,100,50,8520
Barnstable,Massachusetts,United States of America,100,75,
Bartlesville,Oklahoma,United States of America,75,75,
Baruun-Urt,Sukhbaatar Province,Mongolia,37.5,50,14297
Basingstoke,England,United Kingdom,100,0,107355
Bathurst,New Brunswick,Canada,95,50,15985
Baytown,Texas,United States of America,100,50,
Beaufort,North Carolina,United States of America,50,75,
Beaverlodge,Alberta,Canada,100,50,
Beckley,West Virginia,United States of America,100,50,
Bochnia,Lesser Poland Voivodeship,Poland,60,0,28946
Belmont,California,United States of America,100,25,
Udon Thani,Udon Thani,Thailand,40,50,130274
Irapuato,,Mexico,17.5,65,592953
Beni Mellal,Beni Mellal-Khenifra,Morocco,75,100,192676
Kuantan,Pahang,Malaysia,62.5,75,607778
Benoni,Gauteng,South Africa,50,62.5,158777
Bentonville,Arkansas,United States of America,91.66666667,0,
York,Pennsylvania,United States of America,64.28571429,75,
Chesterfield,England,United Kingdom,87.5,16.66666667,10688
Delray Beach,Florida,United States of America,100,0,
Newport,Oregon,United States of America,100,75,
Nador,Oriental,Morocco,54.16666667,45.83333333,161726
Krosno,Podkarpackie Voivodeship,Poland,62.5,50,45057
Halifax,England,United Kingdom,81.25,50,104100
Beroun,,Czech Republic,62.5,50,
Quilmes,Buenos Aires Province,Argentina,25,25,262379
Hnusta,Banska Bystrica Region,Slovakia,62.5,50,
Grass Valley,California,United States of America,62.5,62.5,
Mount Vernon,New York,United States of America,100,50,
Naujoji Akmene,,Lithuania,62.5,50,8170
Tirupur,Tamil Nadu,India,42.64705882,50,
Medford,Oregon,United States of America,85.71428571,25,
Ukiah,California,United States of America,100,50,
Dublin,California,United States of America,100,0,
Sannicolau Mare,Timiu County,Romania,75,50,10627
Ojai,California,United States of America,87.5,50,
Korla,Xinjiang,People's Republic of China,0,50,
Malacky,Bratislava Region,Slovakia,87.5,50,18935
Wheeling,West Virginia,United States of America,70,75,
Temecula,California,United States of America,71.42857143,27.77777778,
Murrieta,California,United States of America,100,25,
Indio,California,United States of America,50,25,
Myrtle Beach,South Carolina,United States of America,87.5,50,
Yamanashi,Yamanashi Prefecture,Japan,100,0,32925
Redondo Beach,California,United States of America,100,37.5,
Surat Thani,Surat Thani,Thailand,37.5,50,130703
Limeira,Sao Paulo,Brazil,12.5,75,249046
Gizycko,Warmian-Masurian Voivodeship,Poland,100,50,
Mustvee,Jogeva County,Estonia,100,50,
Petrolina,Pernambuco,Brazil,87.5,75,386786
Itajai,Santa Catarina,Brazil,100,0,264054
Kent,Washington,United States of America,100,0,
Texarkana,Texas,United States of America,64.28571429,75,
Kennewick,Washington,United States of America,95,20,
Phuket,Phuket,Thailand,70.68965517,70.23809524,77610
Crawley,England,United Kingdom,50,0,106597
Taunton,England,United Kingdom,50,50,60479
Weston-super-Mare,England,United Kingdom,68.75,0,76143
Ramat HaSharon,Tel Aviv District,Israel,25,75,46700
Camarillo,California,United States of America,100,0,
Kearney,Nebraska,United States of America,100,75,
Klamath Falls,Oregon,United States of America,83.33333333,62.5,
Roseburg,Oregon,United States of America,75,40,
Kuala Terengganu,Terengganu,Malaysia,35.71428571,70,255109
Danville,California,United States of America,100,75,
Jelsava,Banska Bystrica Region,Slovakia,50,50,
Spanish Town,Middlesex County,Jamaica,50,100,131056
North Charleston,South Carolina,United States of America,100,50,
Nagercoil,Tamil Nadu,India,37.5,55,
Seremban,Negeri Sembilan,Malaysia,25,91.66666667,419536
Joniskis,,Lithuania,87.5,50,
Livingston,Scotland,United Kingdom,66.66666667,25,50826
Jaslo,Podkarpackie Voivodeship,Poland,62.5,50,
Szczecinek,West Pomeranian Voivodeship,Poland,75,50,38446
Covilha,Castelo Branco,Portugal,95.83333333,0,51797
Koprivnice,,Czech Republic,75,50,
Mostaganem,Mostaganem Province,Algeria,75,75,145696
Jaragua do Sul,Santa Catarina,Brazil,87.5,37.5,182660
Mora,Dalarna County,Sweden,75,0,12854
Oroville,California,United States of America,100,0,
Madera,California,United States of America,75,50,
Glendora,California,United States of America,50,25,
Praia Grande,Sao Paulo,Brazil,75,100,349935
Nyala,South Darfur,Sudan,100,0,492984
Onitsha,Anambra State,Nigeria,0,75,1483000
Wad Madani,Gezira,Sudan,100,25,345290
Panama City,Florida,United States of America,50,37.5,
Longview,Texas,United States of America,85,75,
Cary,North Carolina,United States of America,50,62.5,
Hamilton,Ohio,United States of America,87.5,50,
Marietta,Georgia,United States of America,80.55555556,10,
Stillwater,Oklahoma,United States of America,93.75,50,
Harlow,England,United Kingdom,50,0,82059
Kalispell,Montana,United States of America,89.28571429,0,
Livonia,Michigan,United States of America,100,25,
Montclair,California,United States of America,75,0,
Soroca,Soroca District,Moldova,75,75,22196
Nanded,Maharashtra,India,38.23529412,53.57142857,
Sargodha,Punjab,Pakistan,68.75,37.5,659862
Klang,Selangor,Malaysia,30,75,878000
Chiang Rai,Chiang Rai,Thailand,22.36842105,62.5,70610
Manhattan,Kansas,United States of America,100,0,
Dartford,England,United Kingdom,50,75,51240
Tlokweng,South-East District,Botswana,62.5,75,35982
Bilaspur,Chhattisgarh,India,31.57894737,75,13654
Chandrapur,Maharashtra,India,11.11111111,68.33333333,
Paro,Paro District,Bhutan,75,50,11448
Eslamshahr,Tehran Province,Iran,0,50,448129
Yucca Valley,California,United States of America,87.5,50,
Summerside,Prince Edward Island,Canada,100,0,16001
Slonim,Grodno Region,Belarus,62.5,12.5,49113
Bindura,Mashonaland Central Province,Zimbabwe,50,75,46275
Lake Charles,Louisiana,United States of America,66.66666667,60,
Yarmouth,Nova Scotia,Canada,100,25,
Huntsville,Texas,United States of America,100,50,
Petaling Jaya,Selangor,Malaysia,39.81481481,57.95454545,638516
Moss Point,Mississippi,United States of America,91.66666667,50,
Verona,Mississippi,United States of America,100,50,
Olive Branch,Mississippi,United States of America,100,0,
Freeport,,The Bahamas,75,0,
Phitsanulok,Phitsanulok,Thailand,75,0,70871
Minas,Lavalleja Department,Uruguay,100,25,38446
Sukkur,Sindh,Pakistan,50,50,499900
Harlingen,Texas,United States of America,100,0,
Valparaiso,Indiana,United States of America,100,50,
Jackson,Wyoming,United States of America,100,50,
Dumaguete,,Philippines,20.83333333,62.5,
Pagadian,,Philippines,75,75,210452
Dagupan,Ilocos Region,Philippines,21.875,75,
New Westminster,British Columbia,Canada,87.5,18.33333333,78916
Loveland,Colorado,United States of America,72.5,35,
Khon Kaen,Khon Kaen,Thailand,42.85714286,62.5,412758
Kampot,Kampot Province,Cambodia,62.5,50,39186
Subang Jaya,Selangor,Malaysia,42.5,70.45454545,
Punta Gorda,Toledo District,Belize,100,75,5026
Blenheim,Marlborough District,New Zealand,91.66666667,0,26400
Bloomfield Hills,Michigan,United States of America,0,100,
Boksburg,Gauteng,South Africa,50,50,260321
Bolungarvik,,Iceland,100,0,
Boone,North Carolina,United States of America,75,50,
Bowling Green,Ohio,United States of America,100,16.66666667,
Boynton Beach,Florida,United States of America,100,50,
Brahmanbaria,Chattogram Division,Bangladesh,25,50,
Brainerd,Minnesota,United States of America,100,50,
Branson,Missouri,United States of America,100,0,
Iernut,Mureu County,Romania,87.5,75,
Ostroda,Warmian-Masurian Voivodeship,Poland,62.5,50,9410
Brattleboro,Vermont,United States of America,100,50,
Breckenridge,Colorado,United States of America,100,25,
Vanderhoof,British Columbia,Canada,100,50,
Wyszkow,Masovian Voivodeship,Poland,100,50,26349
North Bay,Ontario,Canada,93.75,25,52662
Kokomo,Indiana,United States of America,90,25,
Sandpoint,Idaho,United States of America,100,0,
Scunthorpe,England,United Kingdom,75,25,79977
Resende,Rio de Janeiro,Brazil,62.5,50,125214
Wisconsin Dells,Wisconsin,United States of America,100,50,
Albert Lea,Minnesota,United States of America,100,25,
Corcoran,California,United States of America,50,50,
Bridgeton,New Jersey,United States of America,100,50,
Bridport,England,United Kingdom,100,0,13569
San Nicolas de los Garza,Nuevo Leon,Mexico,41.66666667,16.66666667,443273
Rumelange,,Luxembourg,62.5,50,
Modrice,,Czech Republic,12.5,50,
La Ceiba,Atlantida Department,Honduras,62.5,75,215973
Torres Vedras,Lisbon,Portugal,87.5,75,79465
Vila Franca de Xira,Lisbon,Portugal,87.5,12.5,136886
Tustin,California,United States of America,75,37.5,
Kildare,Leinster,Ireland,100,100,
Ocala,Florida,United States of America,77.5,32.5,
Gillette,Wyoming,United States of America,100,50,
Gedera,Central District,Israel,12.5,50,26217
Langley,British Columbia,Canada,75,62.5,28963
New Amsterdam,East Berbice-Corentyne,Guyana,100,50,17329
San Angelo,Texas,United States of America,100,37.5,
Colombo,Parana,Brazil,33.33333333,50,232056
Oeiras,Lisbon,Portugal,81.25,18.75,171802
Pinehurst,Georgia,United States of America,100,0,
Serra,Espirito Santo,Brazil,25,75,520649
Tarapoto,San Martin,Peru,75,75,240453
Gujrat,Punjab,Pakistan,50,87.5,390533
Imperial,California,United States of America,87.5,50,
Sydney,Nova Scotia,Canada,100,25,
Avellaneda,Santa Fe Province,Argentina,0,100,31892
Avellaneda,Santa Fe Province,Argentina,0,100,23341
Largo,Florida,United States of America,75,75,
San Miguelito District,Panama Province,Panama,50,50,
Muncie,Indiana,United States of America,87.5,50,
Elmira,New York,United States of America,100,25,
Meru,Eastern Province,Kenya,75,25,42677
Laurel,Mississippi,United States of America,87.5,50,
Penticton,British Columbia,Canada,56.25,12.5,36893
Oban,Scotland,United Kingdom,100,0,
Koscierzyna,Pomeranian Voivodeship,Poland,62.5,50,23723
La Crosse,Wisconsin,United States of America,100,50,
Guadalupe,Nuevo Leon,Mexico,50,25,691931
Guadalupe,Nuevo Leon,Mexico,50,25,211740
Bildudalur,,Iceland,0,100,
St. Albert,Alberta,Canada,100,8.333333333,68232
Sungai Petani,Kedah,Malaysia,37.5,50,544851
Itapetininga,Sao Paulo,Brazil,62.5,50,157016
Franklin,Massachusetts,United States of America,87.5,12.5,
Sohar,Al Batinah North Governorate,Oman,75,66.66666667,
Loja,Loja Province,Ecuador,100,75,203496
Elizabethtown,Kentucky,United States of America,90,0,
Ibarra,Imbabura Province,Ecuador,77.77777778,50,157941
Selah,Washington,United States of America,75,25,
Lake Elsinore,California,United States of America,50,75,
Aliso Viejo,California,United States of America,100,75,
Melbourne,Florida,United States of America,80,39.28571429,
Pouso Alegre,Minas Gerais,Brazil,87.5,37.5,152549
Paulista,Pernambuco,Brazil,75,25,342167
Paulista,Pernambuco,Brazil,75,25,11834
Muskegon,Michigan,United States of America,100,50,
Safety Harbor,Florida,United States of America,100,75,
Burns Lake,British Columbia,Canada,100,50,
Marshall,Missouri,United States of America,100,50,
Rolla,Missouri,United States of America,100,25,
Taos,Missouri,United States of America,100,75,
Cornwall,Ontario,Canada,96.42857143,50,47845
Libby,Montana,United States of America,100,25,
Crown Point,Indiana,United States of America,87.5,25,
Newbridge,Leinster,Ireland,50,0,
Wenatchee,Washington,United States of America,25,0,
Liberty,Missouri,United States of America,62.5,50,
Chesterfield,Missouri,United States of America,87.5,37.5,
O'Fallon,Missouri,United States of America,0,100,
Youngstown,New York,United States of America,75,58.33333333,
Forsyth,Montana,United States of America,80,100,
Rock Hill,South Carolina,United States of America,87.5,62.5,
Morristown,New Jersey,United States of America,100,100,
Chesham,England,United Kingdom,75,50,21483
Leesburg,Georgia,United States of America,87.5,50,
Oshkosh,Nebraska,United States of America,50,75,
Brentwood,Missouri,United States of America,75,0,
Cape Canaveral,Florida,United States of America,75,0,
Clayton,Missouri,United States of America,87.5,50,
Sao Caetano do Sul,Sao Paulo,Brazil,37.5,50,165655
Okara,Punjab,Pakistan,75,50,232386
Vero Beach,Florida,United States of America,93.75,62.5,
Lawrenceville,Georgia,United States of America,100,0,
Weatherford,Texas,United States of America,100,0,
Del Rio,Texas,United States of America,100,25,
Warrenton,Virginia,United States of America,100,0,
Sheikhupura,Punjab,Pakistan,50,100,473129
Mansfield,Texas,United States of America,90,0,
Whakatane,Bay of Plenty Region,New Zealand,100,37.5,15795
Negril,Cornwall County,Jamaica,100,75,
Skardu,Gilgit-Baltistan,Pakistan,100,75,26023
Jeffersonville,Indiana,United States of America,87.5,50,
Lake Worth,Texas,United States of America,100,100,
Kawthaung,Tanintharyi Region,Myanmar,50,50,
Katy,Texas,United States of America,60,50,
McLean,Texas,United States of America,100,25,
Leander,Texas,United States of America,100,0,
San Marcos,Texas,United States of America,100,0,
League City,Texas,United States of America,75,25,
Chilliwack,British Columbia,Canada,79.54545455,16.66666667,93203
Pullman,Washington,United States of America,100,0,
Catanduva,Sao Paulo,Brazil,37.5,50,115785
Mansfield,Ohio,United States of America,75,25,
Krasnik,Lublin Voivodeship,Poland,50,50,
Fort Dodge,Iowa,United States of America,25,75,
Lakeville,Minnesota,United States of America,100,50,
Titusville,Florida,United States of America,100,25,
Lakewood,Washington,United States of America,100,75,
Longview,Washington,United States of America,0,75,
Oxford,Mississippi,United States of America,100,0,
Lima,Ohio,United States of America,75,50,
Nisko,Podkarpackie Voivodeship,Poland,62.5,50,14874
Fort Walton Beach,Florida,United States of America,100,50,
Paducah,Kentucky,United States of America,85.71428571,62.5,
Coon Rapids,Minnesota,United States of America,100,50,
Traverse City,Michigan,United States of America,75,25,
Patos de Minas,Minas Gerais,Brazil,25,50,159235
Tebessa,Tebessa Province,Algeria,100,0,194461
Rocklin,California,United States of America,100,0,
Sheboygan,Wisconsin,United States of America,100,0,
Marina,California,United States of America,100,50,
Sebring,Florida,United States of America,25,50,
Morecambe,England,United Kingdom,100,25,34768
Alexandria,Louisiana,United States of America,100,50,
Jackson,Tennessee,United States of America,96.875,12.5,
Nikaia,Attica Region,Greece,33.33333333,0,89380
Eden Prairie,Minnesota,United States of America,91.66666667,8.333333333,
Clovis,New Mexico,United States of America,0,100,
Fond du Lac,Wisconsin,United States of America,75,75,
Vernon,British Columbia,Canada,72.5,54.16666667,51896
Lloydminster,Alberta,Canada,60.71428571,27.77777778,31582
Lloydminster,Alberta,Canada,60.71428571,27.77777778,19739
Konstancin-Jeziorna,Masovian Voivodeship,Poland,35,45.83333333,17157
Chrudim,,Czech Republic,100,50,
Litvinov,,Czech Republic,62.5,50,
Trinec,,Czech Republic,50,50,
New Port Richey,Florida,United States of America,50,0,
Jupiter,Florida,United States of America,100,25,
Jacksonville,North Carolina,United States of America,100,0,
Lousada,Porto,Portugal,75,50,47387
Lebanon,Ohio,United States of America,100,50,
Miri,Sarawak,Malaysia,75,57.14285714,234541
Swords,,Ireland,50,0,40776
Malahide,,Ireland,75,25,
Slidell,Louisiana,United States of America,50,100,
Torrington,Wyoming,United States of America,90,75,
Longmont,Colorado,United States of America,0,75,
East Orange,New Jersey,United States of America,100,75,
Polaniec,Swietokrzyskie Voivodeship,Poland,50,50,
Sao Bras de Alportel,,Portugal,100,50,10662
Foster City,California,United States of America,100,0,
Statesboro,Georgia,United States of America,75,41.66666667,
DeLand,Florida,United States of America,81.25,25,
Stockton-on-Tees,England,United Kingdom,100,50,82729
Encamp,Encamp,Andorra,50,25,12155
Grand Junction,Colorado,United States of America,85.41666667,18.75,
Vanderbijlpark,Gauteng,South Africa,11.66666667,89.58333333,95840
North Platte,Nebraska,United States of America,100,25,
Playa del Carmen,Quintana Roo,Mexico,87.5,62.5,304942
Troy,Michigan,United States of America,62.5,25,
Sakai,Fukui Prefecture,Japan,75,50,824408
Sakai,Fukui Prefecture,Japan,75,50,87945
Sakai,Fukui Prefecture,Japan,75,50,24035
Maia,Porto,Portugal,89.28571429,0,135306
Seixal,Setubal,Portugal,37.5,50,184269
Weston,Florida,United States of America,100,0,
Portoviejo,Manabi Province,Ecuador,62.5,50,244129
Manta,Manabi Province,Ecuador,68.18181818,70,258697
Broumov,,Czech Republic,75,50,
Mesquite,Nevada,United States of America,100,0,
Timmins,Ontario,Canada,75,45,41145
Corner Brook,Newfoundland and Labrador,Canada,93.75,0,19333
Ciudad del Carmen,Campeche,Mexico,66.66666667,66.66666667,191238
Canmore,Alberta,Canada,100,25,15990
Grays,England,United Kingdom,0,100,66843
Chalandri,Attica Region,Greece,75,0,77102
Novi,Michigan,United States of America,100,0,
Mardan,Khyber Pakhtunkhwa,Pakistan,75,33.33333333,404436
Brunswick,Georgia,United States of America,78.125,37.5,
Opoczno,Lodz Voivodeship,Poland,0,75,19738
Rangpur,Rangpur Division,Bangladesh,25,62.5,294265
Corby,England,United Kingdom,65,25,54927
Tawau,Sabah,Malaysia,100,100,113809
Long Branch,New Jersey,United States of America,75,25,
San Luis Rio Colorado,Sonora,Mexico,100,50,176685
Monroe,Michigan,United States of America,100,25,
Mossel Bay,Western Cape,South Africa,100,0,59031
Listowel,,Ireland,100,0,
Cumbernauld,Scotland,United Kingdom,87.5,0,50920
Dalton,Georgia,United States of America,100,25,
Criuleni,Criuleni District,Moldova,50,75,6708
Kumba,Southwest,Cameroon,75,50,31672
Mansa,Luapula Province,Zambia,75,25,129185
Narok,,Kenya,50,100,65430
Buckie,Scotland,United Kingdom,75,0,8640
Humpolec,,Czech Republic,100,50,
Vlasim,,Czech Republic,100,50,
Krabi,Krabi,Thailand,100,50,30499
Burton upon Trent,England,United Kingdom,0,25,75074
Summit,New Jersey,United States of America,37.5,62.5,
Wokingham,England,United Kingdom,91.66666667,0,46745
Goole,England,United Kingdom,25,50,19518
Dalby,Queensland,Australia,100,50,12082
Temirtau,Karaganda Region,Kazakhstan,0,75,
Hilton Head Island,South Carolina,United States of America,100,25,
North Vancouver,British Columbia,Canada,92.64705882,13.46153846,58120
Ifrane,Fes-Meknes,Morocco,100,12.5,14659
Masaya,Masaya Department,Nicaragua,50,100,139582
Cotacachi,Imbabura Province,Ecuador,100,0,10526
Middelburg,Eastern Cape,South Africa,54.16666667,100,87348
Middelburg,Eastern Cape,South Africa,54.16666667,100,18681
New Bern,North Carolina,United States of America,100,50,
Queluz,Lisbon,Portugal,50,0,78273
Eluru,Andhra Pradesh,India,54.16666667,57.14285714,
Alpharetta,Georgia,United States of America,62.5,37.5,
Radcliff,Kentucky,United States of America,87.5,50,
Cumming,Georgia,United States of America,58.33333333,41.66666667,
Ironton,Ohio,United States of America,100,50,
Midland,Michigan,United States of America,95,33.33333333,
Palakkad,Kerala,India,86.53846154,54.16666667,
Fort Saskatchewan,Alberta,Canada,75,12.5,27088
Esteli,Esteli Department,Nicaragua,75,50,112084
Muswellbrook,New South Wales,Australia,87.5,50,10901
Roznov pod Radhostem,,Czech Republic,100,50,
Clitheroe,England,United Kingdom,100,0,17141
Otrokovice,,Czech Republic,75,50,
Smithers,British Columbia,Canada,100,50,
Ipswich,Queensland,Australia,50,75,232930
Valdosta,Georgia,United States of America,100,50,
Hobbs,New Mexico,United States of America,100,50,
Deal,England,United Kingdom,50,25,30917
Yiwu,Zhejiang,People's Republic of China,0,50,
Taiping,Perak,Malaysia,0,25,245182
Princes Town,Princes Town,Trinidad and Tobago,0,100,28335
Langley,Washington,United States of America,100,0,
Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,100,25,106322
Nakhon Sawan,Nakhon Sawan,Thailand,30.55555556,41.66666667,86439
Lampang,Lampang,Thailand,12.5,50,55044
Sakon Nakhon,Sakon Nakhon,Thailand,0,100,53618
Durango,Colorado,United States of America,75,0,
Farmington,New Mexico,United States of America,95,50,
Rourkela,Odisha,India,33,58.33333333,
Drumheller,Alberta,Canada,100,0,
Spruce Grove,Alberta,Canada,100,0,39348
Rymarov,,Czech Republic,87.5,50,
Nan,Nan,Thailand,25,50,20595
Ormoc,,Philippines,62.5,62.5,230998
Rayong,Rayong,Thailand,43.75,75,61902
Bilovec,,Czech Republic,62.5,50,
Welkom,Free State,South Africa,75,100,64130
Prince Rupert,British Columbia,Canada,100,58.33333333,12300
Klerksdorp,North West,South Africa,75,75,186515
Santo Domingo,Santo Domingo de los Tsachilas Province,Ecuador,0,50,
Lower Hutt,Wellington Region,New Zealand,100,20.83333333,103400
Hastings,Hawke's Bay Region,New Zealand,85,56.25,
Porirua,Wellington Region,New Zealand,100,75,55218
Yixing,Jiangsu,People's Republic of China,0,50,
Changshu,Jiangsu,People's Republic of China,0,50,
Jiangyin,Jiangsu,People's Republic of China,0,50,
Williamsport,Pennsylvania,United States of America,100,0,
Timaru,Canterbury Region,New Zealand,54.16666667,75,27501
Hinton,Alberta,Canada,100,50,9882
Sheridan,Wyoming,United States of America,95.83333333,12.5,
Cholpon-Ata,Issyk-Kul Region,Kyrgyzstan,75,50,11520
Kokopo,,Papua New Guinea,75,50,20262
Popondetta,Oro Province,Papua New Guinea,50,100,65000
Courtenay,British Columbia,Canada,85.71428571,33.33333333,48917
Isa Town,Central Governorate,Bahrain,25,87.5,
Cold Lake,Alberta,Canada,96.875,37.5,14961
Owen Sound,Ontario,Canada,100,25,22318
Paarl,Western Cape,South Africa,100,0,112045
Samos,North Aegean Region,Greece,100,0,
Butterworth,Penang,Malaysia,25,25,80378
Selkirk,Manitoba,Canada,100,0,10278
Comox,British Columbia,Canada,87.5,50,14806
Rochester,Michigan,United States of America,100,0,
Fairborn,Ohio,United States of America,87.5,50,
San Martin de los Andes,Neuquen Province,Argentina,100,75,27956
Moose Jaw,Saskatchewan,Canada,91.66666667,33.33333333,33665
Uitenhage,Eastern Cape,South Africa,100,0,103639
Rongcheng,Shandong,People's Republic of China,12.5,50,
Mirpur Khas,Sindh,Pakistan,0,100,236961
Rio Tinto,Porto,Portugal,100,75,50713
Terrace,British Columbia,Canada,91.66666667,0,14633
Port Mathurin,,Mauritius,75,87.5,
Ypsilanti,Michigan,United States of America,75,66.66666667,
Port Alberni,British Columbia,Canada,83.33333333,0,21711
Lin'an,Zhejiang,People's Republic of China,0,50,
Drayton Valley,Alberta,Canada,100,50,
San Fernando,,Trinidad and Tobago,50,55,82997
Lisle,Illinois,United States of America,100,0,
Wangaratta,Victoria,Australia,100,25,17377
Valladolid,Yucatan,Mexico,100,0,48973
Clifden,Connacht,Ireland,100,50,
Franschhoek,Western Cape,South Africa,50,75,
Pathanamthitta,Kerala,India,89.70588235,38.63636364,37802
Jaunpur,Uttar Pradesh,India,50,62.5,180362
Nong Khai,Nong Khai,Thailand,50,37.5,48274
Salinas,Santa Elena Province,Ecuador,25,100,35066
Jinotega,Jinotega Department,Nicaragua,66.66666667,83.33333333,99382
Chachoengsao,Chachoengsao,Thailand,75,100,39570
Sandton,Gauteng,South Africa,64.58333333,33.33333333,222415
Jhang,Punjab,Pakistan,50,50,
Ainaro,Ainaro Municipality,Timor-Leste,100,75,3085
Newcastle,KwaZulu-Natal,South Africa,6.25,81.25,507710
Ermelo,Mpumalanga,South Africa,50,50,83865
Pottsville,Pennsylvania,United States of America,75,0,
Cambridge,Waikato Region,New Zealand,75,0,18651
Cambridge,Ontario,Canada,63.46153846,55.76923077,138479
Concord,North Carolina,United States of America,91.66666667,62.5,
Campbell River,British Columbia,Canada,100,0,38108
Campbellton,New Brunswick,Canada,75,0,8833
Darayya,Rif Dimashq Governorate,Syria,100,25,
Harstad,Troms og Finnmark fylke,Norway,100,75,21070
Kampong Chhnang,Kampong Chhnang Province,Cambodia,100,50,41700
Sibu,Sarawak,Malaysia,65,25,247995
Cuevas del Almanzora,Andalusia,Spain,62.5,50,15023
Andkhoy,Faryab,Afghanistan,50,50,
Centurion,Gauteng,South Africa,25,72.22222222,236580
Chapala,Jalisco,Mexico,87.5,50,21596
Watertown,South Dakota,United States of America,95.83333333,50,
Moses Lake,Washington,United States of America,75,0,
Johnstown,Pennsylvania,United States of America,87.5,75,
Dadu,,Pakistan,50,50,146179
Claremorris,Connacht,Ireland,100,0,
Banting,,Malaysia,25,75,
Busia,,Kenya,50,100,30777
Peshawar,Khyber Pakhtunkhwa,Pakistan,29.05405405,55.46875,1970042
Bloomsburg,Pennsylvania,United States of America,87.5,25,
Darbhanga,Bihar,India,40.625,59.375,296039
Metsamor,Armavir Region,Armenia,0,50,9870
Frankston,Victoria,Australia,87.5,100,36097
Cranbrook,British Columbia,Canada,100,16.66666667,20499
Twickenham,England,United Kingdom,87.5,12.5,62148
Hazard,Kentucky,United States of America,100,50,
New Castle,Pennsylvania,United States of America,87.5,50,
Anderson,South Carolina,United States of America,87.5,0,
Te Anau,Southland Region,New Zealand,100,50,2250
Warren,Pennsylvania,United States of America,100,50,
Yenangyaung,,Myanmar,0,50,
Woodland,Washington,United States of America,100,0,
Laixi,Shandong,People's Republic of China,0,50,
Kluang,Johor,Malaysia,75,100,323762
Surin,Surin,Thailand,75,50,39728
Yala,Yala,Thailand,70.83333333,50,61250
Ratchaburi,Ratchaburi,Thailand,35,0,36339
Phrae,Phrae,Thailand,12.5,50,16668
Si Sa Ket,Si Sa Ket,Thailand,75,25,42405
Phetchabun,Phetchabun,Thailand,58.33333333,50,22121
Diego Martin,Diego Martin Regional Corporation,Trinidad and Tobago,100,50,25370
Ohrid,Ohrid Municipality,North Macedonia,82.14285714,28.33333333,38818
Masterton,Wellington Region,New Zealand,85.71428571,33.33333333,19818
Dondo,Sofala,Mozambique,50,100,70817
Moca,Espaillat Province,Dominican Republic,0,25,94981
Rushan,Shandong,People's Republic of China,0,50,
Chakwal,Punjab,Pakistan,50,50,299751
Houston,British Columbia,Canada,100,50,
Sechelt,British Columbia,Canada,75,0,10200
Dibrugarh,Assam,India,51.78571429,44.44444444,154019
Salalah,,Oman,81.25,56.25,
Kalutara,Western Province,Sri Lanka,75,75,37081
Lomnice nad Popelkou,,Czech Republic,75,50,
